Player,Position21,Age21,Games21,Pass Cmp21,Pass Att21,Pass Yds21,Pass TD21,Pass Int21,Rush Att21,Rush Yds21,Rush TD21,Rec Tgt21,Rec21,Rec Yds21,Rec TD21,Fmb21,Tot TD21,FantPt21,PPR21
Baker Mayfield,QB,26,14,253,418,3010,17,13,37,134,1,0,0,11,0,6,1,181,180.9
Tua Tagovailoa,QB,23,13,263,388,2653,16,10,42,128,3,0,0,0,0,9,3,181,180.9
Daniel Jones,QB,24,11,232,361,2428,10,7,62,298,2,1,1,16,0,7,2,167,167.5
Sam Darnold,QB,24,12,243,406,2527,9,13,48,222,5,0,0,0,0,9,5,157,157.3
Davis Mills,QB,23,13,263,394,2664,16,10,18,44,0,0,0,0,0,5,0,157,157.0
Zach Wilson,QB,22,13,213,383,2334,9,11,29,185,4,1,0,0,0,5,4,152,151.9
James Robinson,RB,23,14,0,0,0,0,0,164,767,8,46,31,222,0,4,8,143,173.9
Darrell Henderson,RB,24,12,0,0,0,0,0,149,688,5,40,29,176,3,0,8,134,163.4
Justin Fields,QB,22,12,159,270,1870,7,10,72,420,2,0,0,0,0,12,2,127,126.8
Myles Gaskin,RB,24,17,0,0,0,0,0,173,612,3,63,49,234,4,2,7,125,173.6
Sony Michel,RB,26,17,0,0,0,0,0,208,845,4,33,21,128,1,1,5,125,146.3
Tony Pollard,RB,24,15,0,0,0,0,0,130,719,2,46,39,337,0,2,3,124,162.6
DeVonta Smith,WR,23,17,0,0,0,0,0,0,0,0,104,64,916,5,1,5,122,185.6
A.J. Brown,WR,24,13,0,2,0,0,0,2,10,0,105,63,869,5,0,5,118,180.9
Michael Carter,RB,22,14,0,0,0,0,0,147,639,4,55,36,325,0,1,4,118,154.4
Taysom Hill,QB,31,12,78,134,978,4,5,70,374,5,6,4,52,0,2,5,118,121.7
Van Jefferson,WR,25,17,0,0,0,0,0,2,20,0,89,50,802,6,0,6,118,168.2
Tyler Boyd,WR,27,16,1,1,46,0,0,2,22,0,94,67,828,5,1,5,117,183.8
Jameis Winston,QB,27,7,95,161,1170,14,3,32,166,1,0,0,0,0,2,1,117,117.4
Rashaad Penny,RB,25,10,0,0,0,0,0,119,749,6,8,6,48,0,0,6,116,121.7
Brandon Aiyuk,WR,23,17,0,0,0,0,0,5,17,0,84,56,826,5,2,5,114,170.3
Devonta Freeman,RB,29,16,0,0,0,0,0,133,576,5,42,34,190,1,0,6,113,146.6
Chuba Hubbard,RB,22,17,0,0,0,0,0,172,612,5,37,25,174,1,1,6,113,137.6
K.J. Osborn,WR,24,17,0,0,0,0,0,1,10,0,82,50,655,7,0,7,109,158.5
Saquon Barkley,RB,24,13,0,0,0,0,0,162,593,2,57,41,263,2,2,4,108,148.6
Chase Claypool,WR,23,15,0,0,0,0,0,14,96,0,105,59,860,2,0,2,108,166.6
Marvin Jones,WR,31,17,0,0,0,0,0,0,0,0,120,73,832,4,0,4,107,180.2
Marquez Callaway,WR,23,17,0,0,0,0,0,0,0,0,84,46,698,6,0,6,106,151.8
DeAndre Hopkins,WR,29,10,0,0,0,0,0,0,0,0,64,42,572,8,0,8,105,147.2
Devontae Booker,RB,29,16,0,0,0,0,0,145,593,2,45,40,268,1,0,3,104,144.1
A.J. Green,WR,33,16,0,0,0,0,0,0,0,0,92,54,848,3,0,3,103,156.8
Allen Lazard,WR,26,15,0,0,0,0,0,3,32,0,60,40,513,8,0,8,103,142.5
Jakobi Meyers,WR,25,17,2,2,45,0,0,1,9,0,126,83,866,2,1,2,103,186.3
Tim Patrick,WR,28,16,0,0,0,0,0,0,0,0,85,53,734,5,0,5,103,156.4
Cedrick Wilson Jr.,WR,26,16,3,3,88,0,0,2,11,0,61,45,602,6,3,6,103,147.8
Rhamondre Stevenson,RB,23,12,0,0,0,0,0,133,606,5,18,14,123,0,2,5,101,114.9
Chase Edmonds,RB,25,12,0,0,0,0,0,116,592,2,53,43,311,0,1,2,100,143.3
Clyde Edwards-Helaire,RB,22,10,0,0,0,0,0,119,517,4,23,19,129,2,2,6,99,117.6
Russell Gage,WR,25,14,0,0,0,0,0,0,0,0,94,66,770,4,2,4,97,163.0
Elijah Moore,WR,21,11,0,0,0,0,0,5,54,1,77,43,538,5,0,6,95,138.2
Mike Davis,RB,28,17,0,0,0,0,0,138,503,3,58,44,259,1,4,4,94,138.2
Alexander Mattison,RB,23,16,0,0,0,0,0,134,491,3,39,32,228,1,1,4,94,125.9
Latavius Murray,RB,31,14,0,0,0,0,0,119,501,6,13,10,75,0,0,6,94,103.6
Jamaal Williams,RB,26,13,0,0,0,0,0,153,601,3,28,26,157,0,1,3,94,119.8
Pat Freiermuth,TE,23,16,0,0,0,0,0,0,0,0,79,60,497,7,1,7,92,151.7
Courtland Sutton,WR,26,17,1,1,16,0,0,0,0,0,98,58,776,2,0,2,92,150.2
Robert Woods,WR,29,9,0,0,0,0,0,8,46,1,69,45,556,4,0,5,92,137.2
Gabriel Davis,WR,22,16,0,0,0,0,0,0,0,0,63,35,549,6,0,6,91,125.9
Noah Fant,TE,24,16,0,0,0,0,0,0,0,0,90,68,670,4,0,4,91,159.0
Christian McCaffrey,RB,25,7,0,0,0,0,0,99,442,1,41,37,343,1,1,2,91,127.5
Miles Sanders,RB,24,12,0,0,0,0,0,137,754,0,34,26,158,0,1,0,91,117.2
Kenneth Gainwell,RB,22,16,0,0,0,0,0,68,291,5,50,33,253,1,2,6,90,123.4
Emmanuel Sanders,WR,34,14,0,0,0,0,0,2,31,0,72,42,626,4,0,4,90,131.7
Trevor Siemian,QB,30,6,108,188,1154,11,3,9,20,1,0,0,0,0,3,1,90,90.2
Kareem Hunt,RB,26,8,0,0,0,0,0,78,386,5,27,22,174,0,0,5,88,110.0
Robby Anderson,WR,28,17,0,0,0,0,0,3,36,0,110,53,519,5,0,5,86,138.5
Tyler Higbee,TE,28,15,0,0,0,0,0,0,0,0,85,61,560,5,1,5,86,147.0
Cam Newton,QB,32,8,69,126,684,4,5,47,230,5,0,0,0,0,4,5,86,86.4
Boston Scott,RB,26,16,0,0,0,0,0,87,373,7,16,13,83,0,1,7,86,98.6
Odell Beckham Jr.,WR,29,14,0,0,0,0,0,2,14,0,82,44,537,5,0,5,85,129.1
D'Onta Foreman,RB,25,9,0,0,0,0,0,133,566,3,11,9,123,0,2,3,85,93.9
D'Ernest Johnson,RB,25,17,0,0,0,0,0,100,534,3,25,19,137,0,1,3,85,104.1
J.D. McKissic,RB,28,11,0,0,0,0,0,48,212,2,53,43,397,2,0,4,85,127.9
Byron Pringle,WR,28,17,0,0,0,0,0,0,0,0,60,42,568,5,2,5,85,126.8
Jared Cook,TE,34,16,0,0,0,0,0,0,0,0,83,48,564,4,0,4,84,132.4
Andy Dalton,QB,34,8,149,236,1515,8,9,16,76,0,0,0,0,0,1,0,84,84.2
T.J. Hockenson,TE,24,12,0,0,0,0,0,0,0,0,84,61,583,4,0,4,84,145.3
Kalif Raymond,WR,27,16,0,0,0,0,0,4,28,0,71,48,576,4,0,4,84,132.4
Brandon Bolden,RB,31,17,0,0,0,0,0,44,226,1,49,41,405,2,1,3,83,124.1
Tyler Huntley,QB,23,7,122,188,1081,3,4,47,294,2,0,0,0,0,4,2,83,82.6
Ty Johnson,RB,24,16,0,0,0,0,0,61,238,2,55,34,372,2,2,4,83,117.0
Mecole Hardman,WR,23,17,0,0,0,0,0,8,46,0,83,59,693,2,3,2,82,140.9
Mark Ingram,RB,32,14,0,0,0,0,0,160,554,2,35,27,162,0,1,2,82,108.6
Zack Moss,RB,24,13,0,0,0,0,0,96,345,4,32,23,197,1,2,5,82,105.2
Tyrod Taylor,QB,32,6,91,150,966,5,5,19,151,3,0,0,0,0,3,3,82,81.7
Jarvis Landry,WR,29,12,0,0,0,0,0,6,40,2,87,52,570,2,3,4,81,133.0
Antonio Brown,WR,33,7,0,0,0,0,0,1,6,0,62,42,545,4,0,4,79,121.1
Rex Burkhead,RB,31,16,0,1,0,0,0,122,427,3,32,25,186,0,1,3,79,104.3
C.J. Uzomah,TE,28,16,0,0,0,0,0,0,0,0,63,49,493,5,0,5,79,128.3
Darren Waller,TE,29,11,0,0,0,0,0,0,0,0,93,55,665,2,0,2,79,133.5
Cole Beasley,WR,32,16,0,1,0,0,0,0,0,0,112,82,693,1,1,1,77,159.3
Tyler Conklin,TE,26,17,0,0,0,0,0,0,0,0,87,61,593,3,1,3,77,138.3
Deonte Harris,WR,24,13,0,0,0,0,0,5,41,0,59,36,570,3,2,3,77,113.1
Donovan Peoples-Jones,WR,22,14,0,0,0,0,0,0,0,0,58,34,597,3,2,3,76,109.7
Braxton Berrios,WR,26,16,0,0,0,0,0,7,40,2,65,46,431,2,1,5,75,121.1
Bryan Edwards,WR,23,16,0,0,0,0,0,1,0,0,59,34,571,3,1,3,75,109.1
Kenyan Drake,RB,27,12,0,0,0,0,0,63,254,2,40,30,291,1,1,3,73,102.5
Nyheim Hines,RB,25,17,0,0,0,0,0,56,276,2,57,40,310,1,3,3,73,112.6
Quez Watkins,WR,23,17,0,0,0,0,0,1,3,0,62,43,647,1,0,1,73,116.0
Jacoby Brissett,QB,29,11,141,225,1283,5,4,19,70,1,0,0,0,0,6,1,72,72.3
David Njoku,TE,25,16,0,0,0,0,0,1,1,0,53,36,475,4,0,4,72,107.6
Corey Davis,WR,26,9,0,0,0,0,0,0,0,0,59,34,492,4,2,4,71,105.2
Gerald Everett,TE,27,15,0,0,0,0,0,3,20,0,63,48,478,4,2,4,70,117.8
Nick Westbrook-Ikhine,WR,24,16,0,0,0,0,0,0,0,0,57,38,476,4,1,4,70,107.6
Ronald Jones II,RB,24,16,0,0,0,0,0,101,428,4,13,10,64,0,2,4,69,79.2
Nelson Agholor,WR,28,15,0,0,0,0,0,3,11,0,64,37,473,3,0,3,66,103.4
Randall Cobb,WR,31,12,0,0,0,0,0,1,1,0,39,28,375,5,1,5,66,93.6
Jalen Guyton,WR,24,16,0,0,0,0,0,7,34,0,48,31,448,3,1,3,66,97.2
Khalil Herbert,RB,23,17,0,0,0,0,0,103,433,2,16,14,96,0,1,2,65,78.9
Trey Lance,QB,21,6,41,71,603,5,2,38,168,1,0,0,0,0,0,1,65,64.9
Justin Jackson,RB,25,14,0,0,0,0,0,68,364,2,25,22,178,0,1,2,64,86.2
DeVante Parker,WR,28,10,0,0,0,0,0,0,0,0,73,40,515,2,0,2,64,103.5
Laviska Shenault Jr.,WR,23,16,0,0,0,0,0,11,41,0,100,63,619,0,1,0,64,127.0
DeAndre Carter,WR,28,17,0,0,0,0,0,10,89,0,44,24,296,3,3,4,63,86.5
Freddie Swain,WR,23,17,0,0,0,0,0,5,32,0,40,25,343,4,1,4,62,86.5
Jordan Howard,RB,27,7,0,0,0,0,0,86,406,3,5,2,19,0,0,3,61,62.5
Cole Kmet,TE,22,17,0,0,0,0,0,1,0,0,93,60,612,0,0,0,61,121.2
Henry Ruggs III,WR,22,7,0,0,0,0,0,3,16,0,36,24,469,2,0,2,61,84.5
Marquez Valdes-Scantling,WR,27,11,0,0,0,0,0,0,0,0,55,26,430,3,0,3,61,87.0
Alex Collins,RB,27,11,0,0,0,0,0,108,411,2,10,9,87,0,1,2,60,68.8
Josh Palmer,WR,23,17,0,0,0,0,0,1,6,0,49,33,353,4,0,4,60,92.9
Jamison Crowder,WR,28,12,0,0,0,0,0,0,0,0,71,51,447,2,1,2,59,109.7
Zay Jones,WR,26,17,0,0,0,0,0,2,3,0,70,47,546,1,1,1,59,105.9
Olamide Zaccheaus,WR,24,17,0,0,0,0,0,1,2,0,53,31,406,3,0,3,59,89.8
Rashod Bateman,WR,22,12,0,0,0,0,0,0,0,0,68,46,515,1,0,1,58,103.5
Jauan Jennings,WR,24,16,0,0,0,0,0,0,0,0,38,24,282,5,1,5,58,82.2
Evan Engram,TE,27,15,0,0,0,0,0,1,-3,0,73,46,408,3,1,3,57,102.5
Michael Gallup,WR,25,9,0,0,0,0,0,0,0,0,62,35,445,2,0,2,57,91.5
Zach Pascal,WR,27,16,0,0,0,0,0,2,21,0,69,38,384,3,1,3,57,94.5
Mo Alie-Cox,TE,28,17,0,0,0,0,0,0,0,0,45,24,316,4,1,4,56,79.6
DeSean Jackson,WR,35,16,0,0,0,0,0,1,4,0,34,20,454,2,1,2,56,75.8
Samaje Perine,RB,26,16,0,0,0,0,0,55,246,1,31,27,196,1,0,2,56,83.2
Tre'Quan Smith,WR,25,11,0,0,0,0,0,0,0,0,50,32,377,3,1,3,56,87.7
Austin Hooper,TE,27,16,0,0,0,0,0,0,0,0,61,38,345,3,0,3,55,92.5
Duke Johnson,RB,28,5,0,0,0,0,0,71,330,3,5,4,41,0,0,3,55,59.1
Rondale Moore,WR,21,14,0,0,0,0,0,18,76,0,64,54,435,1,3,1,55,109.1
Foster Moreau,TE,24,17,0,0,0,0,0,0,0,0,44,30,373,3,1,3,55,85.3
Dontrell Hilliard,RB,26,8,0,0,0,0,0,56,350,2,26,19,87,0,2,2,54,72.7
Geno Smith,QB,31,4,65,95,702,5,1,9,42,1,0,0,0,0,1,1,54,54.3
Ameer Abdullah,RB,28,17,0,0,0,0,0,51,166,0,53,38,289,1,0,1,52,89.5
Jamal Agnew,WR,26,10,0,0,0,0,0,7,111,1,39,24,229,1,1,3,52,76.0
Kenny Golladay,WR,28,14,0,0,0,0,0,0,0,0,76,37,521,0,0,0,52,89.1
Josh Reynolds,WR,26,12,0,0,0,0,0,0,0,0,49,29,396,2,0,2,52,80.6
Keelan Cole,WR,28,15,0,1,0,0,0,0,0,0,51,28,449,1,0,1,51,78.9
Nico Collins,WR,22,14,0,0,0,0,0,0,0,0,60,33,446,1,0,1,51,83.6
T.Y. Hilton,WR,32,10,0,0,0,0,0,0,0,0,37,23,331,3,0,3,51,74.1
Drew Lock,QB,25,6,67,111,787,2,2,10,53,2,1,1,1,0,2,2,51,51.9
Jack Doyle,TE,31,17,0,0,0,0,0,0,0,0,43,29,302,3,0,3,50,79.2
Devin Duvernay,WR,24,16,0,0,0,0,0,7,50,0,47,33,272,2,1,3,50,83.2
Cameron Brate,TE,30,17,0,0,0,0,0,0,0,0,57,30,245,4,0,4,49,78.5
David Johnson,RB,30,13,0,0,0,0,0,67,228,0,42,32,225,1,1,1,49,81.3
Julio Jones,WR,32,10,0,0,0,0,0,0,0,0,48,31,434,1,0,1,49,80.4
Allen Robinson,WR,28,12,0,0,0,0,0,0,0,0,66,38,410,1,0,1,49,87.0
Laquon Treadwell,WR,26,12,0,0,0,0,0,0,0,0,51,33,434,1,0,1,49,82.4
Derrick Gore,RB,27,11,0,0,0,0,0,51,256,2,9,8,105,0,0,2,48,56.1
Jerry Jeudy,WR,22,10,0,0,0,0,0,2,3,0,56,38,467,0,1,0,47,85.0
Mack Hollins,WR,28,17,0,0,0,0,0,0,0,0,28,14,223,4,0,4,46,60.3
Travis Homer,RB,23,14,0,0,0,0,0,21,177,1,20,16,161,0,0,2,46,61.8
Josh Johnson,QB,35,4,57,85,638,5,2,9,28,0,0,0,0,0,2,0,46,46.3
Jeremy McNichols,RB,26,14,0,0,0,0,0,41,156,0,38,28,240,1,0,1,46,73.6
Jaret Patterson,RB,22,17,0,0,0,0,0,68,266,2,11,10,73,0,1,2,46,55.9
Danny Amendola,WR,36,8,0,1,0,0,0,0,0,0,38,24,248,3,1,3,45,68.8
Anthony Firkser,TE,26,15,0,0,0,0,0,0,0,0,43,34,291,2,2,3,45,79.1
Jalen Reagor,WR,22,17,0,0,0,0,0,10,32,0,57,33,299,2,2,2,45,78.1
Damien Williams,RB,29,12,0,0,0,0,0,40,164,2,23,16,103,1,0,3,45,60.7
Jeff Wilson,RB,26,9,0,0,0,0,0,79,294,2,8,7,31,0,1,2,45,51.5
Kyle Juszczyk,RB,30,17,0,0,0,0,0,8,22,1,38,30,296,1,0,2,44,73.8
Demarcus Robinson,WR,27,17,0,0,0,0,0,0,0,0,41,25,264,3,0,3,44,69.4
Mike White,QB,26,4,88,132,953,5,8,5,-1,0,0,0,0,0,0,0,44,44.0
Chris Conley,WR,29,16,0,0,0,0,0,1,3,0,37,22,323,2,1,2,43,64.6
Albert Okwuegbunam,TE,23,14,0,0,0,0,0,0,0,0,40,33,330,2,1,2,43,76.0
Darius Slayton,WR,24,13,0,0,0,0,0,1,-13,0,58,26,339,2,1,2,43,68.6
Kadarius Toney,WR,22,10,1,3,19,0,0,3,6,0,57,39,420,0,0,0,43,82.4
Sammy Watkins,WR,28,13,0,0,0,0,0,0,0,0,49,27,394,1,1,1,43,70.4
Chris Carson,RB,27,4,0,0,0,0,0,54,232,3,6,6,29,0,1,3,42,48.1
Sterling Shepard,WR,28,7,0,0,0,0,0,1,-9,0,53,36,366,1,0,1,42,77.7
James Washington,WR,25,15,0,0,0,0,0,2,13,0,44,24,285,2,0,2,42,65.8
Dan Arnold,TE,26,11,0,0,0,0,0,0,0,0,52,35,408,0,1,0,41,75.8
Harrison Bryant,TE,23,16,0,0,0,0,0,0,0,0,28,21,233,3,0,3,41,62.3
Tevin Coleman,RB,28,11,0,0,0,0,0,84,356,0,16,11,49,0,0,0,41,51.5
Phillip Lindsay,RB,27,14,0,0,0,0,0,88,249,1,5,4,45,1,0,2,41,45.4
Colt McCoy,QB,35,8,74,99,740,3,1,22,37,0,0,0,0,0,4,0,41,41.3
Peyton Barber,RB,27,10,0,0,0,0,0,55,212,2,13,10,67,0,2,2,40,49.9
Juwan Johnson,TE,25,14,0,0,0,0,0,0,0,0,22,13,159,4,0,4,40,52.9
Calvin Ridley,WR,27,5,0,0,0,0,0,0,0,0,52,31,281,2,0,2,40,71.1
Damiere Byrd,WR,28,17,0,0,0,0,0,0,0,0,38,26,329,1,1,1,39,64.9
DeeJay Dallas,RB,23,17,0,0,0,0,0,33,138,2,23,21,133,0,1,2,39,60.1
Ashton Dulin,WR,24,17,0,0,0,0,0,3,32,0,22,13,173,2,0,3,39,51.5
Donald Parham,TE,24,14,0,0,0,0,0,0,0,0,27,20,190,3,0,3,39,59.0
Ricky Seals-Jones,TE,26,13,0,0,0,0,0,0,0,0,49,30,271,2,0,2,39,69.1
Jonnu Smith,TE,26,16,0,0,0,0,0,9,40,0,45,28,294,1,1,1,39,67.4
Geoff Swaim,TE,28,16,0,0,0,0,0,0,0,0,40,31,210,3,0,3,39,70.0
Antoine Wesley,WR,24,15,0,0,0,0,0,0,0,0,32,19,208,3,0,3,39,57.8
Ryan Griffin,TE,31,14,0,0,0,0,0,0,0,0,42,27,261,2,1,2,38,65.1
Adam Humphries,WR,28,17,0,0,0,0,0,0,0,0,62,41,383,0,0,0,38,79.3
