Player,Position21,Age21,Games21,Pass Cmp21,Pass Att21,Pass Yds21,Pass TD21,Pass Int21,Rush Att21,Rush Yds21,Rush TD21,Rec Tgt21,Rec21,Rec Yds21,Rec TD21,Fmb21,Tot TD21,FantPt21,PPR21
Hayden Hurst,TE,28,13,0,0,0,0,0,0,0,0,31,26,221,3,3,3,38,64.1
Josiah Deguara,TE,24,16,0,0,0,0,0,0,0,0,33,25,245,2,0,2,37,61.5
Marquise Goodwin,WR,31,14,0,0,0,0,0,2,-1,0,40,20,313,1,1,1,37,57.2
Jimmy Graham,TE,35,15,0,0,0,0,0,0,0,0,23,14,167,3,0,3,37,50.7
Lil'Jordan Humphrey,WR,23,10,0,0,0,0,0,0,0,0,18,13,249,2,0,2,37,49.9
Dare Ogunbowale,RB,27,17,0,0,0,0,0,43,137,1,21,13,114,1,0,2,37,50.1
Giovani Bernard,RB,30,12,0,0,0,0,0,8,58,0,29,23,123,3,1,3,36,59.1
Matt Breida,RB,26,9,0,0,0,0,0,26,125,1,9,7,72,2,1,3,36,42.7
Tyler Johnson,WR,23,17,0,0,0,0,0,0,0,0,55,36,360,0,0,0,36,72.0
Brevin Jordan,TE,21,9,0,0,0,0,0,0,0,0,28,20,178,3,0,3,36,55.8
Durham Smythe,TE,26,17,0,0,0,0,0,2,3,0,41,34,357,0,0,0,36,70.0
Logan Thomas,TE,30,6,0,0,0,0,0,0,0,0,25,18,196,3,1,3,36,53.6
Adam Trautman,TE,24,13,0,0,0,0,0,0,0,0,43,27,263,2,1,2,36,63.3
Chris Evans,RB,24,14,0,0,0,0,0,17,77,0,17,15,151,2,0,2,35,49.8
Cyril Grayson,WR,28,5,0,0,0,0,0,1,14,0,12,10,212,2,0,2,35,44.6
Chris Moore,WR,28,12,0,0,0,0,0,0,0,0,22,21,227,2,0,2,35,55.7
MyCole Pruitt,TE,29,16,0,0,0,0,0,0,0,0,18,14,145,3,0,3,35,48.5
Chester Rogers,WR,27,16,0,0,0,0,0,1,9,0,43,30,301,1,4,1,35,65.0
Quintez Cephus,WR,23,5,0,0,0,0,0,0,0,0,22,15,204,2,0,2,34,49.4
Rashard Higgins,WR,27,15,0,0,0,0,0,0,0,0,47,24,275,1,0,1,34,57.5
Carlos Hyde,RB,31,12,0,0,0,0,0,72,253,1,21,12,65,0,2,1,34,45.8
Gardner Minshew II,QB,25,4,41,60,439,4,1,9,21,0,0,0,0,0,1,0,34,33.7
Kyle Rudolph,TE,32,16,0,0,0,0,0,0,0,0,39,26,257,1,0,1,34,59.7
Cam Sims,WR,25,14,0,0,0,0,0,1,7,0,23,15,211,2,0,2,34,48.8
Le'Veon Bell,RB,29,8,0,0,0,0,0,39,101,2,7,5,30,1,0,3,33,38.1
Demetric Felton,RB,23,16,0,0,0,0,0,7,24,0,21,18,181,2,4,2,33,50.5
Isaiah McKenzie,WR,26,15,0,0,0,0,0,9,47,1,26,20,178,1,2,2,33,52.5
Tommy Tremble,TE,21,16,0,0,0,0,0,3,11,1,35,20,180,1,0,2,33,53.1
Malik Turner,WR,25,14,0,0,0,0,0,0,0,0,16,12,149,3,0,3,33,44.9
Ke'Shawn Vaughn,RB,24,12,0,0,0,0,0,36,180,2,8,4,26,0,0,2,33,36.6
Ty'Son Williams,RB,25,13,0,0,0,0,0,35,185,1,12,9,84,0,1,1,33,41.9
Robert Tonyan,TE,27,8,0,0,0,0,0,0,0,0,29,18,204,2,0,2,32,50.4
John Bates,TE,24,17,0,0,0,0,0,0,0,0,25,20,249,1,1,1,31,50.9
Mike Glennon,QB,32,6,90,167,790,4,10,7,33,1,0,0,0,0,6,1,31,30.9
Brandon Zylstra,WR,28,13,0,1,0,0,0,0,0,0,25,18,250,1,0,1,31,49.0
John Ross,WR,26,10,0,0,0,0,0,1,16,0,20,11,224,1,1,1,30,41.0
Will Dissly,TE,25,15,0,0,0,0,0,0,0,0,26,21,231,1,1,1,29,50.1
Jakeem Grant,WR,29,15,0,0,0,0,0,5,33,0,17,11,132,2,3,3,29,39.5
Case Keenum,QB,33,7,47,72,462,3,1,12,22,0,0,0,0,0,1,0,29,28.7
Isaiah Ford,WR,25,13,0,0,0,0,0,0,0,0,17,12,161,2,0,2,28,40.1
Craig Reynolds,RB,25,5,0,0,0,0,0,55,230,0,8,7,52,0,0,0,28,35.2
Greg Ward,WR,26,17,1,2,2,0,0,0,0,0,11,7,95,3,0,3,28,34.6
Salvon Ahmed,RB,23,12,0,0,0,0,0,54,149,0,19,12,117,0,0,0,27,38.6
Tavon Austin,WR,31,13,0,0,0,0,0,3,21,0,37,24,213,1,1,1,27,51.4
DJ Chark,WR,25,4,0,0,0,0,0,0,0,0,22,7,154,2,0,2,27,34.4
Jamycal Hasty,RB,25,11,0,0,0,0,0,16,68,1,29,23,157,0,2,1,27,49.5
Ray-Ray McCloud,WR,25,16,0,0,0,0,0,2,15,0,66,39,277,0,4,0,27,66.2
Elijhaa Penny,RB,28,17,0,0,0,0,0,24,99,1,13,9,30,1,0,2,27,35.9
James O'Shaughnessy,TE,29,7,0,0,0,0,0,0,0,0,34,24,244,0,0,0,26,50.4
Royce Freeman,RB,25,15,0,0,0,0,0,56,169,0,16,10,77,0,0,0,25,34.6
Trey Sermon,RB,22,9,0,0,0,0,0,41,167,1,4,3,26,0,0,1,25,28.3
Maxx Williams,TE,27,5,0,0,0,0,0,0,0,0,17,16,193,1,0,1,25,41.3
Tim Boyle,QB,27,5,61,94,526,3,6,2,13,0,0,0,0,0,1,0,24,24.3
Joe Flacco,QB,36,2,27,42,338,3,0,2,3,0,0,0,0,0,1,0,24,23.8
Kendall Hinton,WR,24,16,1,1,1,0,0,0,0,0,23,15,175,1,0,1,24,38.5
Cooper Rush,QB,28,5,30,47,422,3,1,9,-8,0,0,0,0,0,1,0,24,24.1
Ihmir Smith-Marsette,WR,22,8,0,0,0,0,0,0,0,0,6,5,116,2,0,2,24,28.6
Brock Wright,TE,23,10,0,0,0,0,0,0,0,0,17,12,117,2,0,2,24,35.7
Stephen Anderson,TE,28,17,0,0,0,0,0,0,0,0,19,16,165,1,0,1,23,38.5
Corey Clement,RB,27,17,0,0,0,0,0,33,140,0,7,6,29,1,0,1,23,28.9
Tyler Kroft,TE,29,9,0,0,0,0,0,0,0,0,25,16,173,1,0,1,23,39.3
Jerick McKinnon,RB,29,13,0,0,0,0,0,12,62,0,20,13,107,1,0,1,23,35.9
Adrian Peterson,RB,36,4,0,0,0,0,0,38,98,2,4,4,8,0,1,2,23,26.6
Anthony Schwartz,WR,21,14,0,0,0,0,0,6,39,0,23,10,135,1,0,1,23,33.4
Tajae Sharpe,WR,27,15,0,0,0,0,0,0,0,0,37,25,230,0,0,0,23,48.0
Albert Wilson,WR,29,14,0,1,0,0,0,4,17,0,39,25,213,0,0,0,23,48.0
Eno Benjamin,RB,22,9,0,0,0,0,0,34,118,1,7,6,42,0,0,1,22,28.0
Parris Campbell,WR,24,6,0,0,0,0,0,0,0,0,20,10,162,1,0,1,22,32.2
Blake Jarwin,TE,27,8,0,0,0,0,0,0,0,0,17,11,96,2,0,2,22,32.6
Jermar Jefferson,RB,21,7,0,0,0,0,0,15,74,2,5,4,23,0,0,2,22,25.7
Breshad Perriman,WR,28,6,0,0,0,0,0,1,-3,0,18,11,167,1,0,1,22,33.4
Eric Ebron,TE,28,8,0,0,0,0,0,1,1,1,18,12,84,1,0,2,21,32.5
Marcedes Lewis,TE,37,17,0,0,0,0,0,0,0,0,28,23,214,0,1,0,21,44.4
Jordan Love,QB,23,6,36,62,411,2,3,12,27,0,0,0,0,0,3,0,21,21.1
Malcolm Brown,RB,28,7,0,0,0,0,0,33,125,1,5,3,10,0,0,1,20,22.5
O.J. Howard,TE,27,17,0,0,0,0,0,0,0,0,21,14,135,1,0,1,20,33.5
Godwin Igwebuike,RB,27,17,0,0,0,0,0,18,118,1,10,7,60,0,2,1,20,26.8
James Proche,WR,25,14,0,0,0,0,0,0,0,0,20,16,202,0,0,0,20,36.2
JuJu Smith-Schuster,WR,25,5,0,0,0,0,0,3,9,1,28,15,129,0,0,1,20,34.8
Kene Nwangwu,RB,23,11,0,0,0,0,0,13,61,0,5,4,9,0,0,2,19,23.0
Ian Thomas,TE,25,17,0,0,0,0,0,0,0,0,30,18,188,0,0,0,19,36.8
Nick Vannett,TE,28,7,0,0,0,0,0,0,0,0,15,9,133,1,0,1,19,28.3
James White,RB,29,3,0,0,0,0,0,10,38,1,14,12,94,0,0,1,19,31.2
Jordan Akins,TE,29,13,0,0,0,0,0,1,3,0,33,24,214,0,2,0,18,41.7
Noah Brown,WR,25,13,0,0,0,0,0,0,0,0,25,16,184,0,0,0,18,34.4
D'Wayne Eskridge,WR,24,10,0,0,0,0,0,4,59,0,20,10,64,1,0,1,18,28.3
KhaDarel Hodge,WR,26,16,0,0,0,0,0,0,0,0,27,13,157,0,0,0,18,30.7
Mason Rudolph,QB,26,2,35,58,277,1,1,5,53,0,0,0,0,0,1,0,18,18.4
Mohamed Sanu,WR,32,8,0,0,0,0,0,0,0,0,24,15,177,0,0,0,18,32.7
Nick Foles,QB,32,1,24,35,250,1,0,4,8,0,0,0,0,0,1,0,17,16.8
Joe Fortson,TE,26,6,0,0,0,0,0,0,0,0,5,5,47,2,0,2,17,21.7
Zach Gentry,TE,25,17,0,0,0,0,0,0,0,0,25,19,167,0,0,0,17,35.7
Tony Jones,RB,24,11,0,0,0,0,0,54,142,0,8,5,29,0,0,0,17,22.1
Austin Walter,RB,25,4,0,0,0,0,0,26,101,1,3,2,9,0,0,1,17,19.0
Jonathan Williams,RB,27,5,0,0,0,0,0,17,79,1,6,4,28,0,0,1,17,20.7
Dyami Brown,WR,22,15,0,0,0,0,0,1,-4,0,25,12,165,0,0,0,16,28.1
C.J. Ham,RB,28,17,0,0,0,0,0,7,34,0,18,17,125,0,0,0,16,32.9
N'Keal Harry,WR,24,12,0,0,0,0,0,0,0,0,22,12,184,0,1,0,16,28.4
Marcus Johnson,WR,27,7,0,0,0,0,0,2,-2,0,19,9,160,0,0,0,16,24.8
Terrace Marshall Jr.,WR,21,13,0,0,0,0,0,0,0,0,30,17,138,0,0,0,16,32.8
Qadree Ollison,RB,25,8,0,0,0,0,0,21,105,1,6,4,12,0,1,1,16,19.7
Kristian Wilkerson,WR,24,3,0,0,0,0,0,0,0,0,8,4,42,2,0,2,16,20.2
Pharaoh Brown,TE,27,15,0,0,0,0,0,0,0,0,34,23,171,0,1,0,15,38.1
Alec Ingold,RB,25,9,0,0,0,0,0,2,1,0,12,10,85,1,0,1,15,24.6
Marcus Mariota,QB,28,10,1,2,4,0,0,13,87,1,0,0,0,0,1,1,15,14.9
Dante Pettis,WR,26,3,1,1,16,0,0,0,0,0,16,10,87,1,1,1,15,25.3
Larry Rountree,RB,22,12,0,0,0,0,0,36,87,1,2,1,-1,0,0,1,15,15.6
Trent Sherfield,WR,25,17,0,0,0,0,0,0,0,0,20,9,87,1,0,1,15,23.7
J.J. Taylor,RB,23,5,0,0,0,0,0,19,37,2,4,4,8,0,1,2,15,18.5
Patrick Taylor,RB,23,9,0,0,0,0,0,23,89,1,2,2,3,0,0,1,15,17.2
Brandon Allen,QB,29,6,17,34,149,2,0,7,-1,0,0,0,0,0,1,0,14,13.9
Jesper Horsted,TE,24,7,0,0,0,0,0,0,0,0,3,2,21,2,0,2,14,16.1
Scott Miller,WR,24,9,0,0,0,0,0,2,43,1,9,5,38,0,0,1,14,19.1
Ty Montgomery,WR,28,14,0,0,0,0,0,15,44,0,26,16,95,0,0,0,14,29.9
P.J. Walker,QB,26,5,36,66,362,1,3,7,13,0,0,0,0,0,3,0,14,13.8
Wayne Gallman,RB,27,8,0,0,0,0,0,28,104,0,3,1,21,0,0,0,13,13.5
Chris Manhertz,TE,29,17,0,0,0,0,0,0,0,0,9,6,71,1,0,1,13,19.1
Sean Mannion,QB,29,1,22,36,189,1,0,2,14,0,0,0,0,0,0,0,13,13.0
Denzel Mims,WR,24,11,0,0,0,0,0,0,0,0,23,8,133,0,0,0,13,21.3
Patrick Ricard,RB,27,13,0,0,0,0,0,2,4,0,13,8,63,1,0,1,13,20.7
Ben Skowronek,WR,24,14,0,0,0,0,0,0,0,0,20,11,133,0,0,0,13,24.3
Lee Smith,TE,34,16,0,0,0,0,0,0,0,0,11,9,65,1,0,1,13,21.5
Kenny Stills,WR,29,13,0,0,0,0,0,1,1,0,23,6,68,1,0,1,13,18.9
Michael Burton,RB,29,16,0,0,0,0,0,8,26,1,3,3,31,0,0,1,12,14.7
Jacob Hollister,TE,28,7,0,0,0,0,0,0,0,0,14,9,55,1,0,1,12,20.5
Brian Hoyer,QB,36,5,9,11,227,1,0,11,-8,0,0,0,0,0,0,0,12,12.3
Jesse James,TE,27,14,0,0,0,0,0,0,0,0,8,7,62,1,0,1,12,19.2
Joshua Kelley,RB,24,10,0,0,0,0,0,33,102,0,6,5,38,0,1,0,12,17.0
Tom Kennedy,WR,25,12,1,1,75,1,0,0,0,0,10,6,54,0,0,0,12,18.4
Antony Auclair,TE,28,16,0,0,0,0,0,0,0,0,5,5,47,1,0,1,11,15.7
Phillip Dorsett,WR,28,6,0,0,0,0,0,1,0,0,14,7,110,0,0,0,11,18.0
Ross Dwelley,TE,26,17,0,0,0,0,0,0,0,0,5,4,51,1,0,1,11,15.1
Dez Fitzpatrick,WR,24,4,0,0,0,0,0,0,0,0,8,5,49,1,0,1,11,15.9
Jake Fromm,QB,23,3,27,60,210,1,3,8,65,0,0,0,0,0,2,0,11,10.9
Kylen Granson,TE,23,17,0,0,0,0,0,0,0,0,15,11,106,0,0,0,11,21.6
Collin Johnson,WR,24,12,0,0,0,0,0,0,0,0,21,11,105,0,0,0,11,21.5
Marlon Mack,RB,25,6,0,0,0,0,0,28,101,0,5,2,8,0,0,0,11,12.9
Jalen Richard,RB,28,10,0,0,0,0,0,9,40,0,14,12,72,0,0,0,11,23.2
Eric Saubert,TE,27,17,0,0,0,0,0,0,0,0,12,8,47,1,0,1,11,18.7
Adam Shaheen,TE,27,12,0,0,0,0,0,0,0,0,16,12,110,0,0,0,11,23.0
Jeff Smith,WR,24,12,0,0,0,0,0,1,-1,0,17,8,113,0,0,0,11,19.2
Benny Snell Jr.,RB,23,17,0,0,0,0,0,36,98,0,4,2,13,0,0,0,11,13.1
Equanimeous St. Brown,WR,25,13,0,0,0,0,0,3,14,0,17,9,98,0,0,0,11,20.2
Ryquell Armstead,RB,25,2,0,0,0,0,0,15,80,0,4,3,16,0,0,0,10,12.6
Blake Bell,TE,30,16,0,0,0,0,0,4,10,0,13,9,87,0,0,0,10,18.7
Trinity Benson,WR,24,8,0,0,0,0,0,0,0,0,22,10,103,0,0,0,10,20.3
Jason Cabinda,RB,25,14,0,0,0,0,0,3,23,0,7,4,16,1,0,1,10,13.9
Noah Gray,TE,22,16,0,0,0,0,0,0,0,0,10,7,36,1,0,1,10,16.6
Chris Herndon,TE,25,16,0,0,0,0,0,0,0,0,7,4,40,1,0,1,10,14.0
Chris Hogan,WR,34,5,0,0,0,0,0,0,0,0,8,4,41,1,0,1,10,14.1
Nick Mullens,QB,26,1,20,30,147,1,0,0,0,0,0,0,0,0,0,0,10,9.9
Shi Smith,WR,23,6,0,0,0,0,0,1,-3,0,11,6,104,0,0,0,10,16.1
Tommy Sweeney,TE,26,13,0,0,0,0,0,0,0,0,12,9,44,1,1,1,10,19.4
Auden Tate,WR,24,7,0,0,0,0,0,0,0,0,4,3,39,1,0,1,10,12.9
Cameron Batson,WR,26,4,0,0,0,0,0,2,15,0,5,2,15,1,0,1,9,11.0
Josh Gordon,WR,30,12,0,0,0,0,0,0,0,0,14,5,32,1,0,1,9,14.2
JaQuan Hardy,RB,24,3,0,0,0,0,0,4,29,1,0,0,0,0,0,1,9,8.9
Deon Jackson,RB,22,9,0,0,0,0,0,13,31,1,0,0,0,0,0,1,9,9.1
Andy Janovich,RB,28,13,0,0,0,0,0,2,0,1,4,3,9,0,0,1,9,11.9
Sean McKeon,TE,24,9,0,0,0,0,0,0,0,0,6,4,27,1,0,1,9,12.7
Anthony Miller,WR,27,3,0,0,0,0,0,0,0,0,12,6,25,1,0,1,9,14.5
Keith Smith,RB,29,17,0,0,0,0,0,9,31,0,10,9,56,0,0,0,9,17.7
Kyle Allen,QB,25,2,12,19,120,1,0,2,11,0,0,0,0,0,1,0,8,7.9
Alex Armah,RB,27,11,0,0,0,0,0,5,21,0,1,1,1,1,0,1,8,9.2
Garrett Gilbert,QB,30,1,20,31,194,0,0,0,0,0,0,0,0,0,1,0,8,7.8
Tyree Jackson,TE,24,9,0,0,0,0,0,0,0,0,7,3,22,1,0,1,8,11.2
Chris Myarick,TE,26,8,0,0,0,0,0,0,0,0,6,3,17,1,0,1,8,10.7
Dezmon Patmon,WR,23,8,0,0,0,0,0,0,0,0,4,2,21,1,0,1,8,10.1
Drew Sample,TE,25,17,0,0,0,0,0,0,0,0,15,11,81,0,0,0,8,19.1
Mitchell Trubisky,QB,27,6,6,8,43,0,1,13,24,1,0,0,0,0,0,1,8,8.1
Preston Williams,WR,24,8,0,0,0,0,0,1,7,0,16,6,71,0,0,0,8,13.8
KJ Hamler,WR,22,3,0,0,0,0,0,0,0,0,10,5,74,0,0,0,7,12.4
Josh Oliver,TE,24,14,0,0,0,0,0,0,0,0,15,9,66,0,1,0,7,15.6
Andre Roberts,WR,33,16,0,0,0,0,0,3,19,0,2,1,35,0,3,1,7,8.4
Johnny Stanton,RB,27,4,0,0,0,0,0,3,5,0,2,2,7,1,0,1,7,9.2
Jonathan Ward,RB,24,13,0,0,0,0,0,9,33,0,4,3,34,0,0,0,7,9.7
Dede Westbrook,WR,28,15,0,0,0,0,0,0,0,0,15,10,68,0,2,0,7,16.8
C.J. Board,WR,28,6,0,0,0,0,0,1,6,0,6,4,51,0,0,0,6,9.7
Mike Boone,RB,26,8,0,0,0,0,0,4,35,0,2,2,22,0,0,0,6,7.7
Ja'Marcus Bradley,WR,25,5,0,0,0,0,0,0,0,0,4,4,64,0,0,0,6,10.4
Alex Erickson,WR,29,17,0,0,0,0,0,0,0,0,4,3,55,0,0,0,6,8.5
Luke Farrell,TE,24,15,0,0,0,0,0,0,0,0,11,7,56,0,1,0,6,12.6
Penny Hart,WR,25,17,0,0,0,0,0,0,0,0,12,7,59,0,0,0,6,12.9
Dax Milne,WR,22,13,0,0,0,0,0,1,1,0,14,9,83,0,1,0,6,15.4
Jason Moore,WR,26,2,0,0,0,0,0,0,0,0,4,3,56,0,0,0,6,8.6
Brandon Powell,,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6.0
Amari Rodgers,WR,22,16,0,0,0,0,0,1,11,0,8,4,45,0,2,0,6,9.6
Ito Smith,RB,26,1,0,0,0,0,0,1,4,1,0,0,0,0,0,1,6,6.4
Trayveon Williams,RB,24,5,0,0,0,0,0,15,51,0,2,1,4,0,0,0,6,6.5
Jaelon Darden,WR,22,9,0,0,0,0,0,1,11,0,12,6,43,0,0,0,5,11.4
Will Fuller,WR,27,2,0,0,0,0,0,0,0,0,8,4,26,0,0,0,5,8.6
Jason Huntley,RB,23,1,0,0,0,0,0,13,51,0,1,0,0,0,0,0,5,5.1
Tre' McKitty,TE,22,11,0,0,0,0,0,0,0,0,8,6,45,0,0,0,5,10.5
Wendell Smallwood,RB,27,3,0,0,0,0,0,5,25,0,5,4,22,0,0,0,5,8.7
Rodney Smith,RB,25,2,0,0,0,0,0,0,0,0,5,5,48,0,0,0,5,9.8
Mike Thomas,WR,27,12,0,0,0,0,0,0,0,0,11,5,52,0,0,0,5,10.2
Charlie Woerner,TE,24,17,0,0,0,0,0,0,0,0,6,5,52,0,0,0,5,10.2
JJ Arcega-Whiteside,WR,25,16,0,0,0,0,0,0,0,0,5,2,36,0,0,0,4,5.6
Kalen Ballage,RB,26,17,0,0,0,0,0,12,36,0,7,2,8,0,0,0,4,6.4
Kendall Blanton,TE,26,11,0,0,0,0,0,0,0,0,7,4,37,0,1,0,4,7.7
Pharoh Cooper,WR,26,8,0,0,0,0,0,1,3,0,11,4,33,0,0,0,4,7.6
Tyler Davis,TE,24,14,0,0,0,0,0,0,0,0,5,4,35,0,0,0,4,7.5
Greg Dortch,WR,23,5,0,0,0,0,0,1,24,0,3,3,15,0,0,0,4,6.9
Darren Fells,TE,35,9,0,0,0,0,0,0,0,0,5,4,43,0,0,0,4,8.3
Garrett Griffin,TE,27,13,0,0,0,0,0,0,0,0,4,4,39,0,1,0,4,7.9
Parker Hesse,TE,26,8,0,0,0,0,0,0,0,0,6,5,43,0,0,0,4,9.3
Jakob Johnson,RB,27,17,0,0,0,0,0,0,0,0,5,4,43,0,0,0,4,8.3
D.J. Montgomery,WR,25,3,0,0,0,0,0,0,0,0,6,3,36,0,0,0,4,6.6
Gunner Olszewski,WR,25,16,0,0,0,0,0,1,9,0,3,2,31,0,3,0,4,6.0
Curtis Samuel,WR,25,5,0,0,0,0,0,4,11,0,9,6,27,0,0,0,4,9.8
Willie Snead,WR,29,9,0,0,0,0,0,0,0,0,8,4,38,0,0,0,4,7.8
Trent Taylor,WR,27,4,0,0,0,0,0,0,0,0,3,2,41,0,0,0,4,6.1
Trevon Wesco,TE,26,12,0,0,0,0,0,0,0,0,5,3,35,0,0,0,4,6.5
Kevin White,WR,29,6,0,0,0,0,0,0,0,0,5,1,38,0,0,0,4,4.8
Juwann Winfree,WR,25,7,0,0,0,0,0,0,0,0,13,8,58,0,2,0,4,11.8
Kenny Yeboah,TE,23,9,0,0,0,0,0,0,0,0,3,2,36,0,0,0,4,5.6
Christian Blake,WR,25,16,0,0,0,0,0,0,0,0,9,4,25,0,0,0,3,6.5
Daniel Brown,WR,29,12,0,0,0,0,0,0,0,0,2,2,29,0,0,0,3,4.9
Dominique Dafney,TE,24,10,0,0,0,0,0,0,0,0,4,2,34,0,0,0,3,5.4
Reggie Gilliam,RB,24,16,0,0,0,0,0,3,3,0,5,3,23,0,0,0,3,5.6
Chad Henne,QB,36,4,11,16,82,0,0,8,0,0,0,0,0,0,2,0,3,3.3
K.J. Hill,WR,24,6,0,0,0,0,0,0,0,0,3,3,30,0,0,0,3,6.0
Kylin Hill,RB,23,8,0,0,0,0,0,10,24,0,2,1,5,0,0,0,3,3.9
Cody Hollister,WR,28,3,0,0,0,0,0,0,0,0,7,4,33,0,0,0,3,7.3
Tommy Hudson,TE,24,5,0,0,0,0,0,0,0,0,6,3,31,0,0,0,3,6.1
Trenton Irwin,WR,26,7,0,0,0,0,0,0,0,0,5,2,34,0,0,0,3,5.4
Jake Kumerow,WR,29,15,0,0,0,0,0,0,0,0,6,2,28,0,0,0,3,4.8
Gabe Nabers,RB,24,10,0,0,0,0,0,3,8,0,3,3,17,0,0,0,3,5.5
Colby Parkinson,TE,22,14,0,0,0,0,0,0,0,0,8,5,33,0,0,0,3,8.3
La'Mical Perine,RB,23,4,0,0,0,0,0,8,31,0,0,0,0,0,0,0,3,3.1
Kaden Smith,TE,24,9,0,0,0,0,0,0,0,0,3,3,33,0,0,0,3,6.3
Jeremy Sprinkle,TE,27,17,0,0,0,0,0,0,0,0,3,3,31,0,0,0,3,6.1
Mike Strachan,WR,24,6,0,0,0,0,0,0,0,0,3,2,26,0,0,0,3,4.6
Dwayne Washington,RB,27,14,0,0,0,0,0,4,16,0,2,2,12,0,0,0,3,4.8
Cody White,WR,23,15,0,0,0,0,0,0,0,0,6,5,33,0,0,0,3,8.3
Seth Williams,WR,21,2,0,0,0,0,0,0,0,0,1,1,34,0,0,0,3,4.4
Shane Zylstra,TE,25,4,0,0,0,0,0,0,0,0,7,3,34,0,0,0,3,6.4
Nick Bawden,RB,25,9,0,0,0,0,0,0,0,0,1,1,20,0,0,0,2,3.0
C.J. Beathard,QB,28,2,2,2,33,0,0,1,2,0,0,0,0,0,0,0,2,1.5
Reggie Bonnafon,RB,25,4,0,0,0,0,0,1,4,0,2,2,12,0,0,0,2,3.6
Ian Book,QB,23,1,12,20,135,0,2,3,6,0,0,0,0,0,0,0,2,2.0
Cethan Carter,TE,26,16,0,0,0,0,0,0,0,0,2,2,16,0,0,0,2,3.6
Davion Davis,WR,25,2,0,0,0,0,0,0,0,0,3,1,17,0,0,0,2,2.7
Darrynton Evans,RB,23,1,0,0,0,0,0,2,7,0,2,2,11,0,0,0,2,3.8
Blaine Gabbert,QB,32,6,7,11,67,0,0,9,-7,0,0,0,0,0,0,0,2,2.0
Tyron Johnson,WR,25,10,0,0,0,0,0,0,0,0,5,2,16,0,0,0,2,3.6
Marcus Kemp,WR,26,16,0,0,0,0,0,0,0,0,5,2,24,0,0,0,2,4.4
Keith Kirkwood,WR,27,3,0,0,0,0,0,0,0,0,7,3,17,0,0,0,2,4.7
Patrick Laird,RB,26,6,0,0,0,0,0,1,4,0,3,3,17,0,0,0,2,5.1
Raheem Mostert,RB,29,1,0,0,0,0,0,2,20,0,0,0,0,0,0,0,2,2.0
Dazz Newsome,WR,22,3,0,0,0,0,0,0,0,0,5,2,23,0,0,0,2,4.3
Scottie Phillips,RB,24,3,0,0,0,0,0,6,13,0,3,2,9,0,0,0,2,4.2
Adam Prentice,RB,24,7,0,0,0,0,0,3,5,0,3,3,16,0,0,0,2,5.1
Trey Ragas,RB,25,1,0,0,0,0,0,1,9,0,2,2,6,0,0,0,2,3.5
Jaylen Samuels,RB,25,3,0,0,0,0,0,5,9,0,4,3,14,0,0,0,2,5.3
David Sills,WR,25,4,0,0,0,0,0,0,0,0,6,2,17,0,0,0,2,3.7
Jack Stoll,TE,23,16,0,0,0,0,0,0,0,0,5,4,22,0,0,0,2,6.2
Chris Streveler,QB,26,2,6,9,36,0,0,3,6,0,0,0,0,0,1,0,2,2.0
Tylan Wallace,WR,22,17,0,0,0,0,0,0,0,0,6,2,23,0,0,0,2,4.3
Derek Watt,RB,29,17,0,0,0,0,0,1,1,0,3,3,15,0,0,0,2,4.6
Mitchell Wilcox,TE,25,15,0,0,0,0,0,0,0,0,5,3,16,0,0,0,2,4.6
Cam Akers,RB,22,1,0,0,0,0,0,5,3,0,3,3,10,0,0,0,1,4.3
Tarik Black,WR,23,1,0,0,0,0,0,0,0,0,2,1,10,0,0,0,1,2.0
David Blough,QB,26,1,0,0,0,0,0,1,6,0,0,0,0,0,1,0,1,0.6
Miles Boykin,WR,25,8,0,0,0,0,0,0,0,0,1,1,6,0,0,0,1,1.6
Gary Brightwell,RB,22,13,0,0,0,0,0,1,4,0,1,1,6,0,0,0,1,2.0
Derek Carrier,TE,31,5,0,0,0,0,0,0,0,0,2,2,13,0,0,0,1,3.3
Keke Coutee,WR,24,2,0,0,0,0,0,0,0,0,1,1,5,0,0,0,1,1.5
Damarea Crockett,RB,24,12,0,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0.7
Frank Darby,WR,24,10,0,0,0,0,0,0,0,0,4,1,14,0,0,0,1,2.4
Sam Ehlinger,QB,23,3,0,0,0,0,0,3,9,0,0,0,0,0,0,0,1,0.9
Ryan Fitzpatrick,QB,39,1,3,6,13,0,0,1,2,0,0,0,0,0,1,0,1,0.7
Jake Funk,RB,23,10,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0.5
Marvin Hall,WR,28,2,0,0,0,0,0,0,0,0,1,1,10,0,0,0,1,2.0
Demetrius Harris,TE,30,14,0,0,0,0,0,0,0,0,6,3,10,0,0,0,1,4.0
Brycen Hopkins,TE,24,5,0,0,0,0,0,0,0,0,1,1,9,0,0,0,1,1.9
Buddy Howell,RB,25,10,0,0,0,0,0,5,11,0,0,0,0,0,0,0,1,1.1
Andy Isabella,WR,25,8,0,0,0,0,0,0,0,0,1,1,13,0,0,0,1,2.3
John Kelly,RB,25,4,0,0,0,0,0,2,13,0,0,0,0,0,0,0,1,1.3
